"class";"feature0";"feature1";"feature2";"feature3";"feature4";"feature5";"feature6";"feature7";"feature8";"feature9";"feature10";"feature11";"feature12";"feature13";"feature14";"feature15";"feature16";"feature17";"feature18";"feature19";"feature20";"feature21";"feature22";"feature23";"feature24";"feature25";"feature26";"feature27";"feature28";"feature29";"feature30";"feature31";"feature32";"feature33";"feature34";"feature35";"feature36";"feature37";"feature38";"feature39";
"reggae";35.4489;-8.05122;-6.13587;-2.51549;-0.882255;-1.93986;-0.696659;0.211639;-1.96187;-1.99647;-2.44887;-1.51552;-0.807851;-1.02412;-3.71318;-2.07297;-0.285842;1.68089;2.22545;4.67379;6.63764;4.41032;2.47293;-0.681728;-3.07293;-4.21828;-5.08543;-0.523438;4.60288;4.49861;-1.77536;-7.68916;-4.82305;0.946137;3.605;0.254363;-2.85457;-0.610603;3.75149;2.03852;
"reggae";33.2238;-12.078;-3.09981;-1.28069;-0.593931;1.01861;-0.51633;-1.35123;-1.67682;-2.95463;-3.48004;-1.03966;-0.912428;-2.05039;-1.32052;-1.48254;1.42098;0.565326;1.72048;4.11494;4.87525;3.11223;1.17708;2.08097;-1.82909;-3.27542;-4.5714;-0.596496;3.03832;2.52231;-1.91788;-5.73959;-4.76532;1.3078;3.90101;-0.157289;-2.42753;-0.128501;2.40309;2.23542;
"reggae";43.6681;-14.8219;-5.04439;-0.183439;-2.23397;-1.66458;-1.62936;0.0393117;-2.20895;-3.88085;-1.41268;1.74714;-2.17723;-4.10792;-3.01984;-2.29568;0.194912;0.480149;4.5676;6.17435;5.81054;3.73515;2.44899;0.521839;-2.92141;-4.83757;-6.03333;-0.855107;5.2679;4.54555;-2.48689;-7.10823;-4.43691;-0.159311;3.235;0.889313;-3.06746;-0.695569;3.69217;3.52798;
"reggae";31.6635;-13.1717;-4.33894;-0.249369;0.445827;-2.1725;-1.94741;0.586047;-1.14098;0.855351;-0.706294;-1.02991;-0.405097;-1.90153;-1.26846;-1.34236;-0.84575;-0.00786384;0.720723;4.10105;5.03823;1.83265;0.890249;-0.727749;-1.6675;-1.97214;-3.58777;-0.737588;3.72333;3.32981;-0.568589;-4.58327;-3.55782;0.337417;2.75547;-0.863669;-2.4628;0.12438;2.44595;1.70696;
"reggae";38.1111;-13.9074;-4.33153;-0.85445;-1.10676;-1.98589;-0.234398;-1.62923;-1.12654;-0.117524;-1.48417;-2.47431;-1.2921;-0.949613;-2.1343;-1.87799;-0.324944;-0.313916;2.81684;4.71188;5.24222;5.07698;1.74663;-2.6163;-1.54702;-2.76229;-4.23699;-2.21418;4.61545;5.14234;-2.29469;-6.50328;-4.37768;0.993092;3.20361;-0.452871;-2.59536;-0.0776429;3.10996;2.32772;
"reggae";43.4371;-16.3846;-5.0515;0.969183;-2.40015;-2.2426;-0.933374;0.456056;-1.40121;-3.14344;-1.99635;-1.20546;-0.949535;-2.16601;-2.76621;-1.76082;-0.161417;1.20561;1.71449;5.53613;7.16426;3.51953;1.65817;0.791115;-3.18923;-4.94169;-4.3617;-0.60996;4.74405;3.27254;-1.57098;-6.44621;-5.74814;1.36646;3.1477;0.424547;-2.78322;-0.267886;3.06359;2.65566;
"reggae";32.4404;-11.815;-4.04418;0.396011;-0.983851;-2.63229;-0.275029;0.0192975;0.0827737;-2.37112;-2.91598;-1.04402;-0.185991;-1.29066;-2.31684;-1.30548;-0.038298;0.473163;2.12165;2.85444;5.34854;4.1916;0.994456;-0.0543517;-1.65547;-4.62741;-2.65675;-0.14161;3.306;2.22674;-0.87266;-5.05613;-4.90969;1.79674;1.92245;0.220288;-2.14513;0.160123;1.936;1.8639;
"reggae";28.49;-8.97427;-2.93903;-0.638327;-1.27878;-2.69821;-2.97395;1.18536;0.639892;-0.551516;-1.35956;-1.89611;-1.54418;-1.98252;0.210261;-1.20035;-1.43611;-1.58167;1.92704;4.79777;6.57947;3.48718;1.02705;-1.60287;-3.33688;-2.07736;-3.13528;-0.607125;3.85555;3.07257;-1.56021;-4.47836;-3.21063;-0.24279;1.62891;0.203888;-1.84606;-0.298591;3.13982;1.26273;
"reggae";28.4067;-9.40491;-1.30587;-1.3456;-1.09613;-1.0535;-2.00899;-0.871462;-1.67624;-0.925766;-0.744198;-0.510979;-1.31103;-2.63877;-2.15279;-1.98204;-0.886503;1.98522;2.39146;4.81525;4.2919;3.1118;2.46332;-1.3724;-1.75357;-2.21217;-4.5234;-1.27323;3.83935;2.77405;-1.2041;-4.77258;-3.88249;0.787198;1.31526;-0.170547;-1.81453;-0.0402841;3.22288;1.78035;
"reggae";28.6681;-9.11897;-3.95751;-0.718205;-1.78189;-0.990855;-0.385138;0.484462;-0.836568;-1.81975;-2.34748;-1.01804;-0.48206;-1.39944;-1.54263;-0.749274;-0.853487;0.367242;1.56499;3.47024;4.56809;3.4515;1.80868;-0.442286;-1.98539;-3.34756;-3.38561;-0.395874;4.15271;2.34769;-1.32564;-5.159;-3.91043;0.853134;2.71478;-0.124834;-1.92224;-0.31264;1.98787;1.85429;
"reggae";35.6394;-11.9538;-4.88491;-0.0492532;-1.28505;-2.27111;-0.383492;-0.421253;-0.628897;-2.57864;-2.63603;-0.280107;-0.0957668;-1.99714;-3.45242;-1.9642;0.268453;1.75288;1.5029;4.41252;5.83517;3.27323;1.72494;0.445856;-1.89053;-5.23901;-4.2822;1.1704;2.4798;3.81391;-1.45933;-5.54828;-5.24666;1.06179;3.28043;-0.498437;-2.08459;-0.248259;2.57498;2.44118;
"reggae";35.838;-11.4577;-6.02201;0.431212;0.200044;-1.57705;-0.948691;-0.960735;-1.37528;-3.71422;-2.03044;0.0348128;-1.48111;-2.50507;-2.39668;-2.01539;0.134695;2.68424;1.68074;4.71114;5.45567;2.80109;2.51;-0.0164382;-0.715428;-4.74789;-4.22354;-0.911027;2.77546;4.25799;-2.22917;-6.19341;-4.55642;1.17303;2.81856;0.455399;-2.74447;-0.312646;3.23794;2.5117;
"reggae";37.9825;-13.0701;-4.98134;-0.635403;0.369228;-3.29854;-2.1828;-0.258535;-0.473899;-1.22183;-1.53208;-0.843533;-1.35542;-2.35714;-2.8159;-0.630977;-1.44096;-0.0515403;3.59942;4.39526;6.54261;4.85096;-0.0468903;-0.617493;-1.59423;-4.5616;-3.94743;-0.716496;3.57216;4.37034;-1.17503;-6.37962;-4.38086;0.441405;2.95107;-0.478721;-2.36643;-0.0413272;3.17917;2.43791;
"reggae";40.6745;-13.5597;-5.0864;-1.01409;-0.268357;-1.79243;-2.55446;0.390146;-1.13639;-3.27123;-2.46629;-0.628758;-0.07088;-2.67351;-3.86314;-2.213;-0.0155298;2.25757;2.94715;4.81002;5.36208;4.96712;2.7402;-1.37073;-1.93946;-4.2285;-5.39643;-0.629073;4.13194;4.14888;-1.66165;-6.98295;-5.26938;1.34613;2.90741;0.208036;-2.47021;-0.732388;3.8474;2.48399;
"reggae";35.0459;-11.4326;-4.38286;-0.66378;-1.33324;-1.82313;-1.06615;-0.529951;-0.619695;-1.83384;-2.08275;-1.14738;-0.886847;-1.83294;-2.41332;-1.80507;-0.0287336;0.447075;2.04164;4.96235;5.81177;3.90336;1.51188;-0.430107;-2.20267;-4.13499;-4.03905;-0.502193;3.80811;3.75444;-1.67844;-5.86536;-4.56057;0.586956;3.12865;-0.0932412;-2.539;-0.0465954;2.88719;2.31591;
"reggae";35.6125;-10.3928;-4.12749;-0.843852;-1.68562;-1.78509;-0.501028;-1.14779;-2.0225;-1.77083;-1.94341;-1.12989;-2.31927;-1.46295;-2.47723;-2.17139;-0.390326;1.15461;3.39959;5.09761;5.09812;5.65868;1.83904;-1.25045;-2.34636;-3.23923;-4.96182;-1.71136;4.44679;4.35815;-2.43959;-6.62202;-4.65763;1.10793;2.69043;-0.0424771;-2.13177;-0.362683;3.5574;2.1449;
"reggae";30.3235;-9.94289;-3.11516;0.525727;-0.892582;-2.02291;-1.63602;-0.575884;-1.5392;-2.29182;-0.645088;-0.954948;-0.747382;-2.07882;-4.15669;-1.00256;0.306353;0.967456;2.73793;4.86568;5.0218;2.50832;1.95711;-0.0277935;-0.865979;-4.75708;-3.66882;-0.191234;2.80906;2.16189;-0.73223;-4.73467;-4.25022;0.413403;2.09153;-0.270282;-1.93;0.156444;2.89888;2.15573;
"reggae";40.0333;-15.2135;-5.69276;2.08077;-0.300508;-2.94073;-3.07039;-1.09396;-0.274679;-1.31211;-2.18917;1.36165;-0.0297246;-3.10928;-5.41643;-2.6351;0.386655;2.35653;3.75313;4.02253;5.32074;3.77051;1.71016;-0.681481;-1.87089;-3.88232;-4.42384;-1.39366;3.92327;3.71143;-0.506314;-5.71746;-4.46129;0.134466;2.50933;-0.442367;-2.88945;0.550376;3.28797;3.00083;
"reggae";36.8959;-12.4449;-3.6998;-0.824311;-1.96258;-1.607;-0.878793;-1.05329;-0.872652;-1.01313;-2.7011;-1.6752;-0.797274;-1.93768;-1.96986;-2.23265;-0.583582;1.12572;2.43338;4.81444;5.48551;5.424;1.84119;-1.96225;-1.92174;-3.75768;-4.12288;-1.4771;4.47105;4.01592;-1.74504;-6.62629;-4.50798;0.752059;3.29943;-0.547508;-2.20464;0.0477603;2.84646;2.44749;
"reggae";36.8959;-12.4449;-3.6998;-0.824311;-1.96258;-1.607;-0.878793;-1.05329;-0.872652;-1.01313;-2.7011;-1.6752;-0.797274;-1.93768;-1.96986;-2.23265;-0.583582;1.12572;2.43338;4.81444;5.48551;5.424;1.84119;-1.96225;-1.92174;-3.75768;-4.12288;-1.4771;4.47105;4.01592;-1.74504;-6.62629;-4.50798;0.752059;3.29943;-0.547508;-2.20464;0.0477603;2.84646;2.44749;
"reggae";33.02;-6.07851;-4.62327;-2.01793;-0.180489;-2.8688;-2.35867;0.0661144;-2.38156;-2.50233;-1.64302;-0.760818;-1.58813;-3.68847;-2.75527;-1.64645;-1.35616;1.91196;4.23386;5.54051;6.39671;5.54803;1.26981;-0.4182;-2.14047;-5.22925;-4.84083;-0.877042;3.96215;3.74609;-1.51951;-7.17559;-4.5146;0.408855;2.55107;-0.00216906;-2.16417;0.383949;2.87107;3.26092;
"reggae";34.3132;-10.2484;-3.53841;-0.284113;-0.827092;-3.51972;-1.61685;-0.160403;-2.27412;-2.12;1.00129;-1.49243;-3.36928;-1.44999;-2.02463;-3.33674;-0.368411;1.5192;3.00708;5.64954;6.23609;3.93842;2.24831;-1.62276;-2.6256;-2.71295;-5.00834;-1.43566;3.81474;4.49163;-2.04511;-5.99688;-4.09693;0.397639;2.09577;-0.44434;-1.99449;0.426935;3.13263;2.46722;
"reggae";26.5911;-6.65133;-2.07479;-2.25251;-2.33144;-0.319384;-0.772928;-1.45988;0.877841;-2.58361;-2.8741;-0.408068;-1.21744;-1.66458;-1.84881;-0.715595;-2.04654;1.57066;2.96684;3.00044;4.4104;5.85923;1.16972;-1.48825;-1.15592;-4.19507;-3.64623;0.0175725;3.30685;2.69291;-0.950006;-5.96671;-4.19178;1.56728;1.81406;-0.380251;-1.24547;-0.0251399;1.80685;2.11353;
"reggae";44.2424;-11.2829;-6.76183;0.295852;-1.5697;-2.44513;-1.54332;-0.64242;-1.67221;-3.96491;-3.84166;-2.92312;-2.29873;-2.49925;-2.23534;-1.03004;-0.0400721;0.318762;3.04782;7.60839;8.86023;5.6267;2.0222;-0.309855;-2.88275;-5.56807;-5.69798;-0.813374;4.28625;3.70846;-2.62221;-8.13563;-6.42933;1.24223;4.12094;0.623673;-2.75715;-0.0255141;3.62878;3.39323;
"reggae";33.3596;-12.3411;-2.35468;0.725144;-1.27731;-2.17689;-1.9007;-0.944064;-0.382841;-1.77331;-1.96482;-1.58474;-1.17161;-1.30517;-3.31821;-1.72781;0.612788;1.0975;1.19865;5.5651;6.34884;2.94442;1.08329;0.566477;-2.09803;-4.6231;-2.9278;-0.2316;1.97967;3.20012;-1.55401;-4.65419;-4.25538;-0.0118015;2.54531;-0.0494248;-2.43916;0.521404;3.21593;1.71624;
"reggae";29.7338;-9.62863;-1.86574;0.878353;-3.50456;-2.60207;0.247904;-1.72923;-0.932435;0.00164076;-1.41516;-2.58726;-2.71892;-0.0577507;-1.30479;-2.15415;-1.90014;1.99233;1.88314;4.2473;5.70583;5.54861;1.27586;-2.17097;-2.86864;-2.00307;-3.37822;-1.68367;3.48406;3.67567;-1.79944;-5.47513;-3.79916;1.1017;1.21399;-0.284361;-1.63114;0.664271;2.68527;1.3191;
"reggae";42.6957;-14.1242;-4.90137;-1.05416;-1.89884;-1.78099;-0.907489;-0.357443;-1.25323;-2.98102;-2.72405;-0.93532;-1.42448;-2.02687;-2.89246;-2.03751;-0.073015;0.911581;2.76394;5.78779;6.31194;5.27114;1.96118;-0.588752;-2.68203;-4.75575;-5.33437;-0.532155;4.56894;4.57782;-2.40332;-7.14295;-5.68988;1.23366;3.65095;0.224411;-2.76999;-0.329878;3.24476;2.86702;
"reggae";34.8189;-12.0884;-2.54301;-0.877424;-2.97043;-2.03514;0.418852;-0.348215;-1.99584;-0.526887;-1.40302;-3.13806;-1.59313;-0.744628;-0.689539;-2.15324;-2.21256;1.58592;3.12574;2.81049;5.57183;6.75491;1.36921;-2.66511;-2.5542;-2.24033;-4.2028;-1.71466;4.43801;4.53024;-1.97641;-7.21252;-3.74432;1.24194;2.6609;-0.818517;-1.5683;0.242984;2.2041;1.80633;
"reggae";32.1814;-11.8365;-3.74223;-0.20968;-1.16124;-1.96283;0.0162126;-0.191098;-1.64003;-1.71678;-1.53321;-0.328743;0.496412;-2.96353;-2.23128;-2.32132;0.714773;0.83888;1.74416;4.41046;4.003;2.68864;1.87665;0.575754;-2.10936;-3.46194;-4.60889;0.676462;3.08421;3.18498;-1.30397;-5.02084;-3.97637;0.507615;2.5412;0.203233;-2.63041;-0.109821;2.63847;1.7626;
"reggae";32.5473;-9.28167;-2.98576;0.461152;-0.662315;-4.26372;-2.43798;0.660121;-0.280714;-1.59841;-3.51929;-3.57892;-0.779577;-0.938549;-2.18542;-2.29832;-0.213281;1.68827;1.37531;5.36554;6.91703;5.91465;1.76504;-1.9154;-3.15742;-3.51347;-3.29729;-0.376301;2.33512;2.88145;-1.66075;-5.56134;-4.45772;0.300928;2.48452;-0.533595;-1.31666;0.526951;3.00086;1.63873;
"reggae";30.2269;-9.52827;-2.34216;-0.0331268;-2.16235;-1.57825;-0.827;-1.02829;-1.1493;-1.37503;-2.3189;-1.03052;-2.21113;-1.90567;-0.878101;-2.02543;-0.440926;0.874163;2.24644;4.56801;5.89843;4.31656;0.597042;0.144555;-2.06397;-3.80975;-3.77985;-0.164266;2.7569;2.56037;-0.919694;-5.73949;-4.16616;0.945843;2.17199;-0.531125;-1.4995;0.441632;2.07075;2.38793;
"reggae";29.1646;-9.86683;-2.18849;-0.789015;-2.5766;-1.27479;0.33625;-0.81228;-0.880624;-1.75012;-1.36252;-1.58316;-0.538318;-1.92927;-1.98013;-0.647524;-0.108785;-0.511722;1.41317;4.95286;5.79743;2.01239;1.30835;0.79828;-1.52152;-5.38016;-2.82615;0.537767;3.06168;2.40385;-1.33721;-4.51131;-4.33782;0.551707;2.41963;0.372682;-2.48921;0.140404;2.32291;1.73087;
"reggae";33.5877;-12.2445;-2.35368;-0.84388;-0.511586;-1.65109;-0.416167;1.32869;-3.42059;-4.68197;-0.520934;-0.356164;-2.57383;-2.59101;-1.19261;-0.736746;0.499123;-0.663358;3.31547;5.56708;3.56312;3.58589;1.76358;1.1713;-1.15099;-4.65517;-4.34122;-0.383082;3.47034;2.70638;-2.79045;-5.19607;-3.89916;0.558891;2.44984;0.895312;-2.0703;-0.578791;2.47338;2.41823;
"reggae";35.8865;-13.6243;-3.90816;-2.53357;-2.75658;-0.796544;-0.804758;0.736215;0.114238;-1.84669;-0.143531;0.813533;-0.51339;-2.99739;-1.20232;-1.28435;-1.95183;-0.412942;1.90019;4.31962;4.93711;3.42076;0.278784;0.0202032;-1.87518;-5.07838;-4.27977;1.30583;4.56315;4.40753;-0.757206;-6.04324;-4.36215;0.90555;2.92165;-0.321849;-2.48165;-0.566407;1.74246;2.77951;
"reggae";42.304;-14.7829;-3.42443;-1.6941;-2.10991;-1.78949;-0.993309;-1.48518;-0.588488;-1.11209;-3.34942;-1.29801;-0.880029;-1.33307;-4.1327;-2.11024;0.386259;0.421961;2.75779;5.72716;6.80551;5.07047;1.89001;-1.36894;-2.2413;-5.16839;-4.74042;-0.559411;4.62172;3.9716;-1.16202;-7.30701;-5.60873;0.998255;3.64604;-0.12577;-2.95726;0.0728681;3.50912;2.45146;
"reggae";38.7693;-12.4455;-3.97057;0.0506745;-2.27662;-1.86941;-0.826107;-1.32831;-1.54886;-1.61677;-2.22886;-3.06049;-1.36025;-1.10999;-2.97637;-2.12786;0.275815;0.912907;2.48272;5.58667;7.00975;5.07856;1.62884;-1.02574;-2.1677;-4.46526;-4.48811;-0.970961;3.79014;3.65124;-1.61396;-6.74523;-5.67605;1.41135;3.32997;-0.553253;-2.15204;0.218499;3.21904;2.40207;
"reggae";29.2955;-8.23182;-3.43672;-1.37505;-1.22639;-0.870578;-0.497604;-1.2706;-0.871481;-1.58151;-2.77807;-0.65308;-2.07195;-0.935742;-1.84195;-1.64176;-0.262336;0.889968;2.35066;3.49275;5.61921;4.48282;0.360092;0.398023;-1.50641;-4.39835;-3.24694;-0.804948;3.51671;2.45594;-0.706492;-5.95354;-4.9364;1.92912;2.48185;-0.790275;-1.30958;-0.353921;2.56381;1.88444;
"rock";33.2413;-13.8828;-3.29104;-0.150415;-0.421787;-1.41133;-0.430429;-1.32157;-0.107286;-2.07001;-0.906753;-1.19543;-0.467341;-2.12346;-1.27002;-1.62391;-0.575107;1.1384;1.70286;3.60541;3.71259;4.25411;0.50638;-0.36231;-0.829435;-3.17498;-3.57443;-0.76043;2.9846;3.53748;-1.09382;-5.52724;-3.74985;1.17596;2.36205;-0.325345;-2.30178;0.110305;2.26072;1.92277;
"rock";29.8276;-10.6774;-2.23187;-0.535742;-2.83527;-2.54217;-0.559442;1.06683;0.0516884;-2.18916;-2.1101;-0.524184;2.4366;-2.2028;-3.98897;-3.08592;0.200307;2.97132;0.663833;3.13143;4.93598;2.5125;3.08786;-0.0799054;-3.54204;-4.49329;-2.75243;0.809861;3.58293;2.63472;-1.16987;-3.87837;-4.49283;0.561863;1.77596;0.169226;-2.00481;-0.343085;2.67318;1.30549;
"rock";32.7724;-10.5402;-3.38722;-1.99154;-0.752878;0.0931855;-1.23868;-1.76263;-0.400246;-2.0482;-2.75693;-1.14184;-0.0532352;-2.72071;-2.30308;-0.853148;-0.695099;1.55169;1.9158;4.28818;5.44723;3.58397;1.42626;0.121231;-1.48343;-3.7783;-4.63615;-0.195421;3.09267;3.435;-1.29773;-6.27722;-4.46666;1.09202;3.02731;0.0724852;-2.64114;-0.161507;3.03895;2.07839;
"rock";36.4648;-13.1243;-2.13341;-0.691575;-0.832373;-4.04737;-1.09158;-0.2205;-1.23104;-0.907244;-1.64206;-1.41849;-2.62114;-2.50617;-0.82612;-0.941043;-1.46309;-0.478408;2.32743;6.66162;6.64235;4.31246;1.0351;-1.68345;-1.10867;-5.05571;-4.02193;0.566538;2.28472;4.24417;-1.70347;-6.17622;-3.57907;-0.243899;2.23035;0.634319;-3.03865;1.19838;2.34477;2.22888;
"rock";41.9404;-14.573;-4.74638;-0.582088;-1.99907;-1.76051;-1.78934;0.133616;-1.01759;-1.95685;-2.37916;-1.33961;-1.55495;-2.23634;-2.18181;-1.13257;-0.62705;-0.420118;2.459;6.40816;6.70801;4.49843;1.68512;-0.96697;-2.58997;-4.32189;-4.98234;-0.683461;4.90042;4.08762;-2.2963;-6.12427;-5.89934;1.17896;3.43593;-0.0113288;-2.45183;-0.543093;3.33472;2.81801;
"rock";34.1313;-11.4008;-3.47225;-0.420707;-0.708636;-3.27742;-1.39718;0.964729;-1.03511;-2.37325;-3.12148;-0.463304;0.687429;-2.29352;-3.97475;-2.12948;0.394943;1.7218;2.68061;3.57784;5.55609;4.29906;1.66473;0.481011;-2.88942;-5.0157;-3.19636;-0.0288734;3.1982;3.12817;-1.49244;-5.43546;-4.17566;0.135996;2.48434;0.446845;-2.55723;0.185693;2.82982;1.89529;
"rock";29.5456;-10.4321;-2.35408;-1.39722;-0.348371;-2.12096;-0.4196;-0.448764;-0.485569;-2.30593;-1.47659;-1.04233;-0.654714;-1.57472;-2.3073;-1.0749;-0.600294;1.06507;1.68213;4.14093;4.08615;3.86563;1.29945;-0.00285542;-2.01577;-3.29641;-3.47608;-0.498624;3.41598;2.70146;-1.31746;-5.14182;-3.44366;0.251416;2.61196;-0.339894;-1.71439;-0.432749;2.79281;1.49754;
"rock";32.4269;-10.5711;-1.79972;-0.147862;-2.80523;-2.66416;-0.576792;0.47125;-2.87717;-0.369467;-2.06874;-1.90295;-1.54757;-2.327;-0.654248;-2.36631;-1.21302;1.10371;3.30172;3.88577;6.38643;4.61634;2.23777;-1.85419;-2.41283;-3.51349;-3.64418;-1.25653;3.94889;3.34229;-1.86237;-6.07375;-3.51991;0.254407;2.17717;-0.289989;-1.55717;0.340079;2.4392;2.05165;
"rock";32.8016;-10.3914;-3.92673;-0.73698;-0.792562;-1.80546;-1.06429;-0.160037;-1.06843;-2.16218;-2.54208;-1.0244;-0.999444;-1.79864;-2.26558;-1.28473;-0.439757;0.880111;2.51631;4.25357;5.04223;4.36618;1.89467;-0.671334;-2.17217;-3.35775;-4.06623;-0.95642;3.77648;3.4332;-2.07876;-5.69855;-4.04075;0.491355;2.86795;0.0734271;-2.28082;-0.0771702;2.74856;2.10288;
"rock";35.4569;-12.0788;-3.35008;-1.19171;-1.93117;-0.740915;-0.623471;-0.243082;-3.17191;-2.33118;0.27594;-0.956142;-1.99481;-1.20095;-3.90935;-1.69777;1.01486;0.15952;2.09302;6.41812;4.96804;2.48139;1.88468;0.528512;-1.03961;-5.12558;-5.43846;1.02115;3.02698;3.59014;-1.06592;-6.21125;-4.91018;0.981354;3.1634;-0.346224;-2.2572;-0.5131;3.18007;2.48382;
"rock";28.7317;-9.74668;-3.08499;-0.8217;-1.78288;-2.18884;-0.973001;-0.316773;0.690303;-0.528053;-2.27884;-0.589515;0.884974;-2.48551;-2.2431;-1.88917;0.24244;-0.513311;1.44241;4.39704;5.07047;2.62805;1.41354;-0.0329999;-3.10944;-3.30139;-3.30749;0.342586;4.01291;2.26749;-0.666901;-4.11015;-4.08164;0.201389;2.04002;0.20712;-2.5054;-0.0881106;2.78405;1.37306;
"rock";32.1269;-10.1933;-4.11991;-0.653502;-0.774221;-2.15386;-0.721865;-0.219681;-1.10688;-1.95586;-1.92007;-1.00263;-0.622595;-1.99429;-2.36844;-1.56424;-0.27143;0.931736;2.14587;4.38293;4.95998;3.91296;1.65368;-0.466366;-1.71191;-4.12173;-3.66277;-0.666407;3.74416;3.12159;-1.4;-5.65279;-4.17862;0.725864;2.58406;0.0428821;-2.31075;-0.0876429;2.73554;2.01631;
"rock";22.8995;-8.27046;-0.835954;-0.760793;-0.944059;-1.72528;-0.363465;0.0279838;-0.976379;-1.82367;-1.17044;-0.840584;-1.26463;-1.21605;-0.581354;-2.70519;0.530191;0.740989;1.68729;3.07183;3.19727;3.39098;1.79419;-0.7387;-1.2958;-2.64973;-2.85598;0.0250115;1.86118;2.72482;-1.63549;-3.99473;-2.64577;0.397859;1.29829;0.00562355;-1.64244;0.368262;1.85336;1.09799;
"rock";36.5285;-11.7874;-4.69559;-0.512735;-1.25754;-2.01428;-1.14381;-0.145387;-0.904431;-2.53414;-2.09105;-1.13389;-0.869457;-2.16983;-2.43454;-1.64066;-0.355042;0.855682;2.40035;4.96124;5.72606;4.38917;1.74341;-0.556038;-2.20079;-4.31819;-4.21394;-0.735034;4.08097;3.79528;-1.91783;-6.17254;-4.68718;0.778178;2.9787;0.223271;-2.60463;-0.100809;2.92623;2.40779;
"rock";20.3213;-9.04581;-1.16608;-1.03194;0.805521;-0.194674;-0.114494;-0.324643;0.647777;-2.58928;-2.91951;-1.76777;-0.00347374;-0.441861;-0.15314;-0.0696859;0.131237;0.222673;0.131908;1.54478;2.98338;2.14417;1.61349;0.0679164;-0.432702;-1.89018;-2.09716;0.233928;1.15096;1.38896;-1.4011;-3.44188;-2.4789;0.797811;2.16906;-0.0744123;-1.53036;-0.123076;1.41723;0.666597;
"rock";27.8555;-10.1872;-3.97027;-1.34252;-0.115614;-3.74078;0.404846;-0.233552;-0.0961179;1.08308;-1.0146;-0.173183;-0.99668;-0.76941;-1.65097;-1.29719;-1.69077;0.0351374;0.954715;3.23859;4.8351;2.77772;0.601772;-1.28954;-1.59414;-3.16729;-2.57754;-0.168131;3.63153;3.90137;-0.788274;-4.3849;-3.48813;0.558675;2.13235;-0.768527;-2.11245;-0.0346404;2.07661;1.58149;
"rock";35.8219;-11.8372;-4.18734;-0.284416;-0.932401;-2.14676;-1.27392;0.0820828;-1.06685;-2.64066;-2.47534;-1.53292;-0.820382;-1.96341;-2.47292;-1.32244;-0.0928988;0.652913;2.40359;4.85913;5.7982;4.27551;1.85397;-0.405488;-2.26277;-4.01975;-4.2482;-0.520177;3.65281;3.26721;-1.85928;-5.99586;-4.53644;0.617206;3.06897;0.118032;-2.33066;-0.096273;2.87417;2.32066;
"rock";26.6185;-6.90316;-2.4507;0.300674;-2.83137;-1.21747;-1.42263;0.66324;-1.64802;-2.50744;-2.41993;-0.875989;-1.00656;-1.79154;-2.45617;-1.88553;0.680955;0.69779;2.37017;4.30792;5.67039;2.81254;2.42335;0.397139;-2.4836;-4.49187;-3.20824;0.207662;2.75965;2.10038;-1.95256;-4.12845;-4.27266;0.322963;2.0511;0.150806;-1.57848;0.00112445;2.59549;1.65208;
"rock";36.2163;-11.8231;-4.56331;-1.27493;-1.67475;-1.72135;-0.565387;-0.227346;-0.799199;-2.29974;-1.87747;-0.433333;-0.934932;-1.92209;-2.70532;-1.56507;-0.449605;0.283431;2.90641;4.40209;5.2868;4.47092;1.58421;-0.600778;-2.09354;-4.44729;-4.41127;-0.351616;4.43764;3.98856;-1.71257;-6.30266;-4.64195;0.862294;3.09604;-0.00491205;-2.43481;-0.478343;2.88595;2.34929;
"rock";30.4173;-9.70406;-2.56813;-2.09755;-2.1451;-0.971797;-0.894802;-0.721034;-1.02385;-1.3449;0.0360301;-0.398216;-0.754054;-3.21062;-2.03878;-0.759047;-1.31929;-0.806812;3.79577;4.85563;3.83729;3.88445;1.51552;-1.1314;-1.65795;-3.27719;-4.91755;-0.209545;4.53454;3.66602;-1.57104;-5.16925;-3.87943;0.526615;1.8829;0.115297;-2.13419;-0.567636;2.83816;2.37671;
"rock";31.6855;-8.56753;-4.52201;-1.25853;-0.273422;-2.97464;-0.601764;-0.768182;-1.44639;-1.89551;-1.11307;-0.10366;-0.314283;-2.73949;-3.99291;-1.49766;-0.695998;1.64951;3.44323;4.0212;5.38766;3.21563;2.2388;-0.314681;-2.26213;-3.95314;-4.55127;-0.582621;3.92719;3.87328;-1.60647;-5.66898;-3.97868;0.109081;2.51811;0.000393453;-2.39163;-0.29284;3.35283;2.27783;
"rock";33.042;-10.244;-4.463;0.0353941;-1.35785;-2.36359;-0.341053;0.945659;-1.24684;-3.31344;-2.19988;-2.32192;-1.18544;-1.98461;-0.374853;-0.932862;-0.408561;-0.281933;1.74382;4.84503;5.97022;4.30218;1.02547;0.509891;-2.35876;-4.53901;-3.3572;-0.139231;3.34094;2.93072;-2.32671;-5.6016;-4.31652;0.518712;3.44103;-0.132062;-1.7133;-0.188082;1.92699;2.50003;
